Twist1	Twist2	Twist3	Twist4	Twist5	Chord1	Chord2	Chord3	Chord4	Chord5	Thick1	Thick2	Thick3	
21.4009	-2.6505	-4.8080	-9.7406	-9.8025	1.3283	0.9552	0.7613	0.5565	0.2292	0.3000	0.5314	0.7172
34.1027	11.2897	2.0961	-8.9728	-9.2303	0.8029	0.3615	0.1965	0.1280	0.1170	0.3000	0.6612	0.9050
18.1926	7.4705	-6.8017	-9.1546	-9.4217	1.2667	0.3480	0.2898	0.2037	0.1973	0.3000	0.5284	0.5999
24.3004	0.6734	-4.1541	-7.4020	-8.8049	1.2664	0.3529	0.2966	0.2235	0.2014	0.3000	0.6179	0.6337
-8.1162	-9.5506	-9.6682	-9.9720	-9.9883	1.1955	0.4236	0.2875	0.2432	0.2089	0.3000	0.8235	0.9947
37.1093	28.1359	19.9268	16.4329	-9.3263	0.8224	0.4555	0.1647	0.1604	0.1354	0.3000	0.6799	0.9077
23.7512	20.4227	11.1166	-3.1493	-6.0482	0.9433	0.4929	0.3291	0.2100	0.1615	0.3000	0.4899	0.8976
1.4632	-0.1440	-1.2777	-2.7618	-6.0483	0.8587	0.3701	0.1486	0.1092	0.1066	0.3000	0.9541	0.9644
34.2658	2.6206	-6.9376	-9.8357	-9.8953	0.9558	0.6724	0.1361	0.1054	0.1000	0.3000	0.5156	0.7955
-9.5055	-9.8542	-9.8984	-9.9497	-9.9759	1.2778	0.5733	0.2665	0.1956	0.1259	0.3000	0.6473	0.6725
-4.7416	-8.7246	-8.7363	-8.8234	-9.3752	1.3707	0.4640	0.3510	0.3104	0.2296	0.3000	0.5941	0.9339
-6.4352	-9.2929	-9.3010	-9.6986	-9.8157	0.8927	0.2121	0.1838	0.1033	0.1027	0.3000	0.6814	0.7658
-7.4434	-8.0889	-9.0659	-9.7511	-9.9463	1.2159	0.2653	0.1845	0.1647	0.1290	0.3000	0.4643	0.6416
34.6220	33.4120	-0.6985	-5.9055	-8.0785	1.2734	0.3305	0.1781	0.1328	0.1166	0.3000	0.6276	0.6713
37.8515	9.0719	-2.5378	-6.4556	-6.8515	1.3628	0.2932	0.1504	0.1442	0.1368	0.3000	0.8542	0.9275
5.7881	-8.7552	-9.8842	-9.9977	-9.9994	1.3684	0.5720	0.2941	0.1480	0.1141	0.3000	0.5013	0.5179
28.1971	7.4753	-6.1847	-8.9909	-9.7266	0.7712	0.2790	0.1176	0.1029	0.1022	0.3000	0.6707	0.9576
25.3362	17.6683	-6.5612	-8.2434	-9.9604	1.4017	0.9999	0.8565	0.1998	0.1590	0.3000	0.4317	0.6741
-0.7167	-5.2398	-8.7641	-8.8177	-9.4772	1.3282	0.2797	0.1973	0.1882	0.1305	0.3000	0.6215	0.9244
17.2360	-0.6545	-8.1124	-8.3642	-9.3457	1.0960	0.4663	0.3523	0.2041	0.1986	0.3000	0.5079	0.5463
12.9888	0.8017	-9.4109	-9.5334	-9.9946	1.4528	0.2862	0.1645	0.1521	0.1040	0.3000	0.8772	0.9234
6.5921	1.5662	-7.1504	-8.1055	-8.7270	0.7799	0.1663	0.1084	0.1067	0.1058	0.3000	0.6252	0.9736
19.4733	19.0530	14.5237	13.1504	-5.8740	0.9469	0.7319	0.6267	0.5937	0.2118	0.3000	0.4320	0.9163
8.3821	-8.7390	-9.1462	-9.9192	-9.9286	1.4494	1.3741	0.4110	0.3507	0.1966	0.3000	0.5353	0.6008
3.0740	-3.0052	-3.9566	-6.8202	-9.1192	1.3052	0.3422	0.1875	0.1657	0.1531	0.3000	0.5873	0.8260
14.3168	6.2704	-6.4066	-9.5497	-9.7529	1.1116	0.1260	0.1199	0.1090	0.1081	0.3000	0.6093	0.6492
31.8367	25.5102	25.0007	13.3636	-4.4829	0.9194	0.8144	0.3951	0.2606	0.2003	0.3000	0.5242	0.6548
39.4416	2.3845	-1.6725	-3.2355	-7.9204	1.3473	1.1210	0.2803	0.2720	0.1007	0.3000	0.6724	0.7615
15.7775	1.3826	-9.0547	-9.7857	-9.8065	1.3405	0.9543	0.9079	0.6622	0.1706	0.3000	0.8053	0.9932
-4.3177	-6.9795	-9.1991	-9.3732	-9.8748	1.1004	0.5211	0.1058	0.1023	0.1002	0.3000	0.5517	0.6256
3.8321	-0.3555	-3.0884	-4.5881	-9.2759	0.8822	0.1097	0.1032	0.1011	0.1009	0.3000	0.5880	0.9369
37.0106	19.0317	-4.9508	-8.5360	-8.6001	1.3229	0.4754	0.1780	0.1303	0.1277	0.3000	0.4422	0.7384
29.7592	4.0225	2.4805	-1.1044	-7.8501	0.8925	0.3421	0.1297	0.1066	0.1010	0.3000	0.4629	0.5887
3.7327	-7.7518	-8.3087	-9.4207	-9.7334	0.8351	0.5581	0.4889	0.1666	0.1171	0.3000	0.6662	0.7793
-5.5001	-8.9596	-9.9619	-9.9831	-9.9869	1.4035	0.5772	0.2121	0.1901	0.1529	0.3000	0.8785	0.9521
1.6789	-5.7545	-9.1871	-9.8851	-9.9723	1.2202	0.1578	0.1176	0.1064	0.1049	0.3000	0.4988	0.6305
4.3018	-0.0764	-8.3413	-9.7021	-9.8924	1.0918	0.8099	0.3723	0.1311	0.1093	0.3000	0.5295	0.6021
11.8091	8.2122	4.4190	3.4811	1.4601	1.3907	1.3073	0.3430	0.2214	0.1955	0.3000	0.4818	0.7236
4.8883	2.4126	-2.0426	-7.8115	-9.7746	1.4807	0.3900	0.1013	0.1001	0.1000	0.3000	0.6126	0.6407
33.8510	28.4582	10.3819	0.6363	-2.5327	1.3325	1.2816	0.3485	0.2096	0.1708	0.3000	0.4178	0.6304
35.3325	23.8557	2.2297	-7.4060	-8.1748	1.2571	0.1034	0.1031	0.1004	0.1002	0.3000	0.4140	0.7108
8.9937	6.5921	-7.7376	-8.4969	-9.7449	0.9972	0.2595	0.1762	0.1445	0.1009	0.3000	0.5736	0.9987
17.6106	1.9332	-8.8643	-8.8695	-9.8246	1.0448	0.7331	0.6357	0.1235	0.1089	0.3000	0.5418	0.6212
19.8464	5.5161	-0.9709	-8.7434	-9.8281	1.0553	0.1178	0.1055	0.1006	0.1005	0.3000	0.7312	0.7326
38.0500	-7.4202	-8.9653	-9.6784	-9.8144	1.3738	0.2759	0.1248	0.1160	0.1070	0.3000	0.4258	0.6797
4.2069	-1.1904	-8.1220	-8.3651	-9.6891	0.8787	0.4407	0.2146	0.1696	0.1562	0.3000	0.4233	0.7549
6.5213	4.4932	-1.1377	-1.2632	-4.5170	1.3342	0.8266	0.4458	0.1759	0.1186	0.3000	0.5936	0.6802
21.2245	7.4291	4.6262	-1.2697	-5.8361	1.3438	0.2243	0.1869	0.1314	0.1105	0.3000	0.4313	0.8022
36.6840	36.3539	-0.6790	-9.6592	-9.7184	1.1396	0.4558	0.3894	0.1041	0.1018	0.3000	0.4577	0.7541
0.5979	-6.3879	-9.2368	-9.6261	-9.6824	0.9444	0.3665	0.3518	0.3383	0.1164	0.3000	0.6309	0.7922
-4.3954	-4.8733	-8.4952	-8.5813	-9.2004	1.3644	0.8256	0.7340	0.4462	0.1152	0.3000	0.6494	0.8249
36.3341	16.2124	11.5004	3.7272	-1.9283	0.8817	0.4243	0.2200	0.1929	0.1310	0.3000	0.4973	0.5809
26.1797	-6.0835	-6.4433	-9.6768	-9.8747	1.1042	0.2673	0.1457	0.1340	0.1078	0.3000	0.5642	0.9246
10.2263	-9.5677	-9.7718	-9.8601	-9.9086	1.0839	0.1391	0.1346	0.1209	0.1129	0.3000	0.4907	0.6178
-1.9892	-7.2400	-9.3958	-9.6946	-9.9545	1.4499	1.1594	0.3247	0.1416	0.1240	0.3000	0.4151	0.5821
12.5093	10.1870	7.8078	1.5788	-8.2721	0.9423	0.8724	0.8179	0.4446	0.1091	0.3000	0.6448	0.8831
16.5043	12.0064	8.6877	-7.3482	-8.8427	1.2507	0.7391	0.7207	0.3156	0.1994	0.3000	0.4049	0.5191
14.6641	-3.6729	-9.8463	-9.9730	-9.9954	1.2663	0.3954	0.3101	0.2204	0.1821	0.3000	0.5408	0.5686
39.6827	2.9418	-9.2237	-9.6118	-9.8178	1.3794	1.1676	0.9890	0.5594	0.1775	0.3000	0.4623	0.5997
4.7459	1.4959	0.1889	-7.7335	-8.4591	1.4900	0.8405	0.7988	0.1460	0.1451	0.3000	0.8411	0.9405
10.4369	-7.6123	-9.5701	-9.7180	-9.9631	1.4569	0.7540	0.3881	0.3447	0.2373	0.3000	0.4964	0.6475
7.0872	-5.5034	-6.5637	-6.7087	-9.9393	0.9402	0.2372	0.1786	0.1720	0.1053	0.3000	0.6621	0.8927
33.4132	22.7836	21.2086	11.9786	-5.8975	0.8265	0.3055	0.1818	0.1626	0.1284	0.3000	0.7673	0.8031
15.5766	0.7993	-0.5769	-2.3659	-5.4403	1.1773	0.2714	0.2325	0.1583	0.1432	0.3000	0.4105	0.6082
6.3576	-1.3957	-4.8898	-7.9334	-9.9017	0.9648	0.8821	0.3788	0.3188	0.1108	0.3000	0.7438	0.7695
3.5415	-2.9226	-8.0369	-8.0883	-8.6727	1.2373	0.4816	0.2156	0.1577	0.1565	0.3000	0.5101	0.8698
35.5614	19.2357	15.4460	-4.8808	-6.3869	1.4600	0.3132	0.2348	0.1068	0.1060	0.3000	0.5401	0.6415
17.4569	-8.8888	-9.2267	-9.9294	-9.9506	1.0121	0.7480	0.2300	0.2291	0.1434	0.3000	0.4852	0.5952
-0.4699	-7.9063	-9.1296	-9.5462	-9.7169	1.0136	0.6672	0.5004	0.1724	0.1246	0.3000	0.4775	0.8023
-4.0808	-7.3405	-9.3557	-9.5883	-9.8117	1.0626	0.5442	0.1977	0.1723	0.1624	0.3000	0.4192	0.7087
18.6191	-7.6203	-9.2217	-9.7196	-9.7646	1.2154	0.4030	0.1562	0.1554	0.1105	0.3000	0.4994	0.7932
33.8377	-6.1543	-7.4797	-9.3624	-9.5826	1.2800	0.1041	0.1039	0.1028	0.1001	0.3000	0.6267	0.8135
37.7198	35.0633	28.1275	26.5468	6.4213	0.8030	0.3023	0.2905	0.1080	0.1058	0.3000	0.4553	0.5157
31.3055	22.5519	4.6556	-8.9871	-9.6716	1.0578	0.1385	0.1255	0.1005	0.1003	0.3000	0.7775	0.8120
37.4006	7.7993	0.6129	-8.5666	-9.3439	0.7897	0.7149	0.6367	0.4695	0.1881	0.3000	0.4582	0.5783
10.1969	-9.6402	-9.7367	-9.9287	-9.9672	1.0697	0.9314	0.7340	0.3523	0.2433	0.3000	0.4451	0.8271
30.2850	-7.1394	-7.2155	-9.1380	-9.5024	1.1363	0.2021	0.1448	0.1108	0.1076	0.3000	0.7515	0.8783
32.3020	0.4388	-3.3655	-9.9881	-9.9946	1.3109	0.8897	0.6924	0.6814	0.1268	0.3000	0.4094	0.8034
21.5644	5.8714	-4.2904	-7.3709	-8.2050	0.9340	0.6209	0.4772	0.4297	0.1687	0.3000	0.4672	0.8887
3.3838	1.1555	-2.4956	-9.1246	-9.6807	1.0051	0.4223	0.2426	0.1354	0.1344	0.3000	0.4362	0.7368
-6.3737	-7.9531	-8.3675	-9.1304	-9.1919	1.4100	0.5244	0.4595	0.1530	0.1494	0.3000	0.4394	0.7525
22.5398	1.8275	0.4835	-3.0478	-6.4937	1.4625	1.2179	0.8064	0.2018	0.1475	0.3000	0.6447	0.6794
-2.9210	-5.5617	-5.6370	-8.6527	-9.5449	1.1753	0.2864	0.2624	0.1310	0.1034	0.3000	0.4752	0.5809
10.1147	4.9788	4.2186	-8.3764	-8.9216	1.4522	0.3461	0.1162	0.1034	0.1026	0.3000	0.4531	0.7047
5.4744	-7.9283	-7.9553	-9.7795	-9.9733	1.1741	0.2193	0.1650	0.1436	0.1103	0.3000	0.5821	0.6247
11.4260	11.0232	6.5386	-6.5757	-8.9046	1.1455	0.4539	0.4354	0.1528	0.1349	0.3000	0.5331	0.6653
32.1517	7.6792	-0.5162	-2.1839	-7.8697	0.9600	0.3720	0.2661	0.1742	0.1347	0.3000	0.4426	0.5475
-5.4610	-5.6943	-7.1972	-9.1681	-9.3989	1.4353	0.2063	0.1767	0.1072	0.1045	0.3000	0.6369	0.6969
16.2944	14.7904	7.9917	-1.1279	-1.2139	1.1239	0.5787	0.2095	0.1790	0.1590	0.3000	0.4880	0.6830
26.9701	-0.3236	-9.0096	-9.5206	-9.6262	0.8546	0.6351	0.3876	0.1558	0.1288	0.3000	0.4304	0.5793
1.0180	0.8369	-0.9006	-4.2851	-7.2812	1.4315	0.7634	0.1628	0.1316	0.1249	0.3000	0.7981	0.9704
21.5211	5.9028	-0.6571	-4.2446	-7.6214	0.8344	0.2048	0.1716	0.1567	0.1479	0.3000	0.5698	0.7958
31.8662	13.2622	6.3518	5.4836	2.5664	0.8167	0.4319	0.3729	0.1521	0.1412	0.3000	0.5334	0.7489
-0.4089	-9.4281	-9.8491	-9.9140	-9.9569	1.1819	0.3704	0.1391	0.1122	0.1008	0.3000	0.5288	0.5387
20.1613	-3.1007	-3.1551	-3.4231	-5.9537	1.3885	1.3635	0.5065	0.4202	0.2045	0.3000	0.7233	0.9131
2.8701	0.7106	-1.8943	-3.3999	-7.9727	1.4686	0.1738	0.1603	0.1402	0.1282	0.3000	0.4576	0.9861
19.6267	-4.7330	-6.1180	-9.6017	-9.8688	1.2611	0.8872	0.4200	0.3327	0.2251	0.3000	0.4971	0.6795
39.0342	8.6361	4.9294	-8.0464	-8.7232	0.9760	0.9506	0.9446	0.1766	0.1346	0.3000	0.7736	0.8789
36.9997	23.7124	14.9738	7.5968	-7.7789	0.8943	0.2973	0.1627	0.1531	0.1043	0.3000	0.4668	0.6202
35.5483	1.0241	-7.0386	-9.1887	-9.5042	1.4023	1.3406	0.4934	0.1701	0.1541	0.3000	0.5265	0.5632
-2.5496	-7.0620	-7.9599	-8.0506	-8.6955	1.2375	1.1632	0.9406	0.1997	0.1478	0.3000	0.4236	0.5020
-3.1382	-7.8997	-9.6143	-9.6514	-9.8638	0.9160	0.6588	0.2968	0.1811	0.1236	0.3000	0.5448	0.5992
29.4735	24.0809	21.4442	0.1838	-1.5696	1.4680	1.1967	0.3384	0.3263	0.1090	0.3000	0.5983	0.6044
21.7059	1.6688	-9.6591	-9.7640	-9.9405	0.8822	0.4148	0.2156	0.1080	0.1033	0.3000	0.4986	0.5031
2.9124	-7.2638	-8.4183	-9.0217	-9.1365	1.3990	1.3430	0.6645	0.5990	0.1323	0.3000	0.6354	0.6428
26.7597	22.4059	-9.6778	-9.9094	-9.9275	1.2551	0.3791	0.1235	0.1127	0.1094	0.3000	0.5884	0.5931
7.0156	3.5950	-3.0214	-8.5477	-9.0987	1.3285	0.3860	0.1427	0.1395	0.1090	0.3000	0.6771	0.8485
-7.9389	-9.4827	-9.7816	-9.9241	-9.9652	1.0326	0.1650	0.1437	0.1360	0.1242	0.3000	0.8556	0.8613
31.0309	24.8184	24.6369	10.4342	1.9542	1.4367	0.4480	0.3423	0.3133	0.1108	0.3000	0.4595	0.8421
34.3883	19.3792	5.7401	3.7375	3.1711	1.0522	0.8126	0.4514	0.2858	0.1631	0.3000	0.5762	0.5859
7.8679	7.2892	-1.1708	-3.9344	-6.8428	1.1214	0.5776	0.4337	0.1135	0.1013	0.3000	0.9203	0.9642
2.1023	-5.6212	-9.2941	-9.7229	-9.7956	1.0423	0.4259	0.3606	0.2620	0.2237	0.3000	0.4877	0.5139
9.6272	5.2719	-9.5478	-9.6041	-9.7048	0.7696	0.1810	0.1408	0.1317	0.1315	0.3000	0.6575	0.7617
36.8793	-2.5586	-8.2885	-8.6625	-9.3087	1.0635	0.3220	0.2675	0.2049	0.1632	0.3000	0.5977	0.6684
19.5482	1.2548	-2.7263	-3.3282	-5.2228	0.8932	0.5782	0.1255	0.1049	0.1023	0.3000	0.7863	0.7906
38.3042	28.2231	5.9555	2.6311	-8.4146	1.0130	0.6922	0.5988	0.1818	0.1097	0.3000	0.5351	0.9747
30.8601	27.2163	15.0799	-4.8242	-8.6682	1.2197	0.1805	0.1435	0.1034	0.1005	0.3000	0.7013	0.8126
39.0649	-6.4221	-9.0328	-9.6144	-9.9988	1.4377	0.3879	0.3727	0.3448	0.2230	0.3000	0.5996	0.7265
30.1123	22.3268	10.9267	10.1621	-3.6151	1.2479	0.6340	0.1010	0.1001	0.1000	0.3000	0.6175	0.8558
11.8345	8.8881	-5.2257	-6.7361	-7.9042	1.0300	0.9531	0.6687	0.1900	0.1357	0.3000	0.4693	0.9814
22.8692	3.2992	-3.6649	-5.5765	-9.4466	1.4497	0.3408	0.3024	0.1875	0.1065	0.3000	0.5216	0.9012
18.1243	15.8458	-4.9368	-7.4510	-9.1727	1.1214	1.0033	0.8336	0.6537	0.2415	0.3000	0.6759	0.7195
-3.0650	-7.4996	-7.7008	-8.3772	-8.4525	1.4628	0.4673	0.3381	0.1877	0.1634	0.3000	0.8259	0.8693
38.2478	26.6458	23.5684	17.7044	1.2928	1.0950	0.5397	0.2530	0.1245	0.1076	0.3000	0.4288	0.6986
14.6721	14.2932	2.7199	-6.9866	-9.4934	0.8776	0.8505	0.7277	0.3884	0.1725	0.3000	0.9186	0.9633
-6.5023	-6.8238	-7.4115	-9.5035	-9.8651	1.3520	1.1023	0.6266	0.4548	0.2172	0.3000	0.5204	0.8028
-6.5735	-6.7862	-7.3818	-9.5297	-9.8861	0.9788	0.7161	0.2100	0.1814	0.1071	0.3000	0.6040	0.9336
4.8267	-4.3106	-8.2160	-9.6763	-9.7468	1.4964	0.8249	0.2790	0.2756	0.1389	0.3000	0.4567	0.9865
27.8226	23.8683	-7.6859	-8.8484	-8.8588	1.0768	0.4872	0.3345	0.1724	0.1510	0.3000	0.4268	0.5026
24.1020	13.5920	5.7566	-1.0000	-2.5684	0.9803	0.1655	0.1125	0.1051	0.1033	0.3000	0.7746	0.8050
16.9458	-7.2794	-7.8804	-8.4472	-9.6635	0.8168	0.6393	0.2536	0.1447	0.1039	0.3000	0.8556	0.8699
6.9086	-5.2193	-6.8566	-7.1433	-8.0709	0.8321	0.6051	0.1546	0.1155	0.1137	0.3000	0.4594	0.8451
-4.2960	-9.2588	-9.3915	-9.4078	-9.5631	1.0959	1.0053	0.1237	0.1163	0.1083	0.3000	0.8723	0.9666
13.6213	13.2056	12.5554	1.1053	-0.1600	1.1681	1.0250	0.4648	0.2909	0.1744	0.3000	0.6568	0.7707
12.3903	-6.8634	-8.8459	-9.4379	-9.5008	1.0900	0.5988	0.2616	0.1106	0.1042	0.3000	0.5710	0.6986
31.8319	8.1596	2.6171	1.7502	-0.7798	1.0804	0.6204	0.3792	0.1082	0.1026	0.3000	0.6279	0.8201
-3.1587	-9.7302	-9.8621	-9.9682	-9.9887	1.2396	0.5879	0.1096	0.1073	0.1040	0.3000	0.5136	0.5726
3.3874	-9.4913	-9.5727	-9.6411	-9.8601	1.2840	0.3333	0.2703	0.2410	0.1784	0.3000	0.5005	0.9140
12.1529	3.8402	-3.2329	-8.9467	-9.5691	0.8256	0.8201	0.5270	0.1802	0.1349	0.3000	0.6609	0.9110
39.6363	19.3073	-0.5589	-3.9417	-5.2273	1.0799	0.3510	0.1102	0.1095	0.1086	0.3000	0.4218	0.7805
24.5780	-2.9863	-4.0721	-8.7572	-9.0784	1.2295	0.8455	0.7914	0.4347	0.2466	0.3000	0.8074	0.8827
18.8539	18.8443	5.8353	-2.1184	-7.1776	1.3610	0.8080	0.5784	0.5759	0.1703	0.3000	0.6848	0.8079
32.1153	24.2663	16.4102	-8.9791	-9.8071	1.4044	0.2765	0.1465	0.1288	0.1215	0.3000	0.8823	0.8835
-2.5118	-7.7623	-9.1676	-9.5625	-9.7902	1.3073	1.0368	0.8389	0.7382	0.2284	0.3000	0.4659	0.6678
26.6649	9.1197	-8.0316	-8.1015	-8.3043	0.9748	0.1115	0.1072	0.1070	0.1063	0.3000	0.6385	0.7388
-0.7895	-4.9507	-9.0600	-9.7808	-9.8321	0.8390	0.8182	0.5597	0.1621	0.1395	0.3000	0.8929	0.9248
4.5929	-6.5384	-9.9273	-9.9574	-9.9762	0.9297	0.8512	0.7045	0.2071	0.1709	0.3000	0.5362	0.9677
3.4556	-1.7270	-8.2637	-8.5432	-9.8473	1.2423	1.1444	0.5383	0.1876	0.1419	0.3000	0.4473	0.9841
34.6017	19.5699	9.9885	-8.4449	-8.8733	1.1284	0.3609	0.3447	0.3361	0.2150	0.3000	0.9617	0.9997
31.6530	-2.4899	-5.3964	-5.7558	-9.1490	0.7568	0.1617	0.1423	0.1217	0.1191	0.3000	0.4521	0.5275
16.0184	12.4660	7.5241	4.0013	-4.2731	1.4385	0.1466	0.1451	0.1329	0.1023	0.3000	0.5722	0.5899
35.8647	15.4604	-5.1432	-7.8533	-9.5535	1.1801	0.9379	0.3688	0.2868	0.1532	0.3000	0.8027	0.9464
16.5249	13.6714	2.4208	2.1384	-0.5337	0.9107	0.7552	0.6121	0.2496	0.1754	0.3000	0.4693	0.6565
31.1749	6.8014	0.2766	-2.9242	-5.6529	1.4078	0.1586	0.1076	0.1048	0.1019	0.3000	0.6895	0.9087
11.9411	7.1039	5.4883	-9.1479	-9.8983	1.4212	0.4406	0.1500	0.1006	0.1006	0.3000	0.5167	0.9003
5.3872	4.6515	-7.7607	-8.6603	-9.7250	0.9899	0.5076	0.1017	0.1001	0.1000	0.3000	0.4570	0.8886
38.1270	29.1025	0.6562	-3.4584	-6.4768	1.1070	0.6198	0.4554	0.1259	0.1223	0.3000	0.5752	0.7015
23.6048	11.4286	3.8275	-3.2200	-7.4744	1.1388	0.2856	0.1702	0.1511	0.1390	0.3000	0.7046	0.7378
39.1856	20.6768	-0.7955	-3.1059	-3.6767	1.0741	0.1791	0.1590	0.1157	0.1042	0.3000	0.4483	0.8202
13.2881	-6.6064	-9.6132	-9.7015	-9.8339	0.9648	0.5863	0.5813	0.3126	0.1378	0.3000	0.9750	0.9779
20.4126	13.5496	-8.1535	-9.9685	-9.9902	0.9717	0.3772	0.1984	0.1204	0.1093	0.3000	0.4241	0.5353
-7.8611	-8.1707	-9.6024	-9.8132	-9.8681	1.0498	0.7030	0.5473	0.4436	0.2314	0.3000	0.4120	0.5317
25.6052	4.2534	-6.2514	-7.5625	-9.8617	0.8715	0.7031	0.3147	0.2325	0.1047	0.3000	0.7774	0.8867
7.2468	-7.9320	-8.3132	-9.9537	-9.9835	1.3111	0.3142	0.1238	0.1170	0.1033	0.3000	0.4253	0.5784
-4.8159	-6.7915	-6.9937	-7.0851	-8.9330	1.2994	0.8168	0.3409	0.2540	0.1529	0.3000	0.5302	0.9117
3.5326	-6.8356	-9.0383	-9.7731	-9.9489	1.4465	0.1629	0.1068	0.1045	0.1000	0.3000	0.8346	0.9950
13.4569	4.0163	-2.9333	-9.3794	-9.5449	0.8506	0.1871	0.1841	0.1146	0.1145	0.3000	0.5052	0.6044
3.2840	-8.3022	-9.3029	-9.7115	-9.7131	1.1210	0.4672	0.3964	0.1040	0.1027	0.3000	0.7417	0.8201
4.6613	4.2119	2.5943	1.0990	-8.1459	1.3860	0.5523	0.2633	0.2095	0.1114	0.3000	0.7669	0.9561
-5.4259	-6.7869	-8.4256	-9.5450	-9.8187	0.8506	0.3216	0.2393	0.1259	0.1100	0.3000	0.4531	0.7243
-2.8516	-9.8257	-9.9685	-9.9813	-9.9866	1.0932	0.1226	0.1168	0.1049	0.1031	0.3000	0.5325	0.9755
39.8154	-5.8601	-9.9662	-9.9805	-9.9859	1.1652	0.2015	0.1940	0.1299	0.1199	0.3000	0.4715	0.6619
-1.1479	-9.8178	-9.8707	-9.8714	-9.9489	1.3323	0.7264	0.1567	0.1209	0.1206	0.3000	0.5495	0.6449
28.0551	3.0523	-6.1864	-7.0186	-7.5239	1.2732	0.8923	0.7315	0.1724	0.1502	0.3000	0.4585	0.7299
14.9833	-2.8169	-4.1441	-6.9777	-7.1625	1.2615	0.4185	0.1558	0.1499	0.1414	0.3000	0.5503	0.6620
35.2559	21.5712	6.4837	-4.1607	-9.4416	1.4197	1.1686	0.3081	0.2421	0.1010	0.3000	0.4484	0.6173
36.2764	-6.6571	-8.6627	-9.3816	-9.6411	1.3136	0.7513	0.5933	0.5138	0.2424	0.3000	0.5785	0.7393
31.1213	23.9939	9.2102	7.7809	-3.9205	1.0308	0.1656	0.1054	0.1016	0.1011	0.3000	0.6254	0.6810
17.7366	15.3385	11.5461	-4.8234	-8.8864	1.2040	0.1366	0.1236	0.1038	0.1020	0.3000	0.5266	0.8013
33.7186	16.8690	8.0182	3.1909	-4.0063	0.7807	0.4933	0.4127	0.3984	0.2070	0.3000	0.5719	0.6834
26.5711	16.8298	1.7446	0.7720	-7.6179	1.3273	0.6975	0.2016	0.1844	0.1574	0.3000	0.7090	0.9729
19.8764	17.6672	16.8808	2.1995	-6.5097	1.1910	0.3172	0.1176	0.1144	0.1039	0.3000	0.5773	0.6770
31.8600	-4.8467	-9.9682	-9.9985	-9.9990	1.4644	1.3398	0.8072	0.5636	0.1530	0.3000	0.4629	0.5555
-5.5421	-9.4772	-9.5071	-9.5110	-9.6734	1.0989	0.4745	0.3426	0.2057	0.1160	0.3000	0.4872	0.9684
6.8340	-0.0323	-7.2716	-9.5287	-9.5661	1.0532	0.2154	0.1066	0.1006	0.1006	0.3000	0.5518	0.7691
4.1987	-5.3485	-6.7850	-8.5976	-9.3769	1.1679	0.3213	0.1965	0.1109	0.1029	0.3000	0.5309	0.6562
33.5933	16.6925	-7.3388	-8.7546	-9.6480	1.2128	1.0302	0.7055	0.1474	0.1192	0.3000	0.4298	0.5973
-1.3036	-3.9590	-4.9276	-8.3032	-9.1732	1.4711	0.7250	0.1121	0.1069	0.1052	0.3000	0.4402	0.7094
5.1168	-6.7650	-9.3295	-9.3614	-9.5673	1.0463	0.1217	0.1006	0.1003	0.1002	0.3000	0.4350	0.7705
15.9535	5.3367	-9.2869	-9.8738	-9.9853	1.4870	0.4538	0.1977	0.1286	0.1186	0.3000	0.4642	0.8925
10.5657	-8.4313	-8.4360	-9.7075	-9.8824	1.3855	0.3939	0.3348	0.1211	0.1127	0.3000	0.4432	0.5909
17.1127	11.8520	7.6111	-1.3973	-3.5440	0.8729	0.1183	0.1065	0.1050	0.1030	0.3000	0.6086	0.6432
1.5385	1.3227	-0.9614	-6.5684	-8.2919	1.3193	0.7135	0.4531	0.1883	0.1816	0.3000	0.4655	0.5818
1.6064	-7.6949	-9.1760	-9.9579	-9.9746	1.4255	0.5705	0.2250	0.1225	0.1023	0.3000	0.4319	0.5430
14.1571	8.6522	6.2475	-3.8642	-7.9179	1.1511	0.7422	0.7181	0.2894	0.1088	0.3000	0.6343	0.9252
8.9690	-2.0940	-3.1509	-7.7323	-8.2752	1.1045	0.8978	0.6009	0.1734	0.1620	0.3000	0.6817	0.9579
22.0409	10.9705	7.8616	7.7583	6.3040	1.4958	1.1956	0.2947	0.1373	0.1079	0.3000	0.7020	0.8448
